id,name,lat,lon,city,zip,county,state,data_source,detail,contact,additional_location_info,image_link,exists,address,validation_date,lat_lon,type_fridge,location_type,overhead_protection,outdoors_or_indoors,size,number_shelves,tight_fitting_door,contents,photo,additional_info,validated,width,length,height
185,The Little Free Pantry,47.567319,-122.389482,Seattle,98116,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-14-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/jnf8led3nlhiufbklehguovs7g/1657668333750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vaKYUMwiwYtQ5qwE4NEtzz1xGhU_GGIYVz0wm4jfQjN-n4Jd7sABGI9TvPaEDXEttzVpKREVhqZaL_fnbzpJfuVDxUidLCVRDXUWtD0q2E4zYBoQ0UO-gLFXs23ekgT_3MRYjL3JnE8sQinNnu7QAEyTgkeH2uN5IJHhvSfursLkNXq3khgeMA5FmV8mkK2l7I?session=0&fife=s16383,"Yes, it still exists.",4038 45th Ave SW,2025/01/29 2:20:49 AM GMT+2,"(47.5671727, -122.3891525)",Non-refrigerated,Public property (e.g. park or sidewalk),Yes,Outdoor with a cover,"17 H, 19W, L 14",1,Yes,"1 can creamed corn, 1container of powdered salad dressing, also contains Books.",https://drive.google.com/u/1/open?usp=forms_web&id=123URzwBw0yiTOUwlchZypwajXrNo8EG1,,yes,19,NA,17
186,The Little Free Pantry,47.671204,-122.282745,Seattle,98105,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0k-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/r1foo5hk6s53k7qbt192igjfn0/1657824112750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vYmVXAogbZ9Up1uejfSpUcS_qClXRt3tDsGehrcDQQDRt-y4RUpOJ4ONwvQNOPeLyNyl0Fz0BzVLvvvEZW9tlYXDx5_ujeI88LJR2o6Ys7Q9zLjYXA0fibh4fAeCjPsujNoRC-aDNshDle6AcObJL6N3gITH13n8T151NQ2gStbGW2LAX-wCu3uZjP9OgCBew0?session=0&fife=s16383,"Yes, it still exists.",4044 NE 58th St,2025/02/25 2:58:19 AM GMT+2,"MPC8+GR3 Seattle, Washington",Non-refrigerated,Private residence (e.g. on someone frontyard),Yes,Outdoor without a cover,"'20 H, '18H, '14L",1,latch,"6 cans of vegetables, 3 cans of broth, 2 cans chili, 2 cans chicken noodle soup, mittens, 4 packs of ramen, 1 box almond milk, 6 pveggie x fruit pouches, 2 protein bars, one box of bread crumbs, 4 pouches of instant pasta, 1 jar of peanut butter. Bag of pads under pantry on outdoor shelf ",https://drive.google.com/u/1/open?usp=forms_web&id=1lTfel8C2Az7McUXuboW0XDvbBizLTkVx,2 outdoor shelves,yes,NA,14,20
187,The Little Free Pantry,47.566641,-122.315865,Seattle,98108,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-08-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/llqsc5uf1q0usv0ick8f8csaqs/1657746372750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vaWUfZAaURlP7DwbR0b7NjPGm2lI70e_d8uXZ6m5dgRm8fcfZwcRm-CeL-pcQrx4vSPB92e858Bqx_pPWeNW8GIQnx6BMFw-yzGpzl6t5hZK7UvHMJqXkA0rkVIHL3ZtKetXXJysrl1Qlv6ROOhQJ_vUIMfAKk7eU1OqC1W-bTTuCx7gz3tmUmX6mbCrk2xPhM?session=0&fife=s16383,NA,4114 13th Ave S,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
188,The Little Free Pantry,47.564727,-122.382464,Seattle,98116,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-10-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/sk5m58ej6e400hlq5sp19jptp8/1657668333750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vZHTzdF-eh6P_5-mGgnUZw8S1Fs8gAA0hVoJQHbWLYRZI-uwCLXBFUhw6a0kuqlgnMS1P4VpLA9s5_ATWhTnxVAZ7KMAwPawwZ7EtPYy5b1H1kWVElFNjC-oOgurb3ShgKzc-AkmuHk84WdXfbbNj7y2nMq6NZUNKtKqrdV8aqciA1yOs5DQUx6qvz3IMT9ee0?session=0&fife=s16383,"Yes, it still exists.",4156 40th Ave SW,2025/01/29 1:59:36 AM GMT+2,HJ58+G53,Non-refrigerated,Private residence (e.g. on someone frontyard),Yes,Outdoor without a cover,"17 H, 20.5 W, 14.5 L",1,Yes,"2 cans Salmon, 2cans Garbanzos, 2 cans cranberry sauce, 1 bag apples, two cookies, 1can black beans, 1 can peas, two bread rolls, 1can greenbeans.",https://drive.google.com/u/1/open?usp=forms_web&id=1LeQeWkc_k9Y1qSmYNlqe1cXMOAcu60td,,yes,20.5,14.5,17
189,The Little Free Pantry,47.564326,-122.285071,Seattle,98118,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0o-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/mg3h6pa7l1tkrmtvk4gehc58lg/1657746372750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vZ6tEMvFgYeh1Pn1QUjdeyRlwu3-O3kTjNH8viLL8cGwr74eCerPud_UtlisZwmeM_AevWyIjvHeeDqmK5nvcQA2CyFUunE9rso3El3yVycMumQtkFF8GF1Fltswbc7InsB3fTih-LQ_BVoDyhdsoVZrFfdoWv3TtCuDR06spLyHVv40S3zL-Og0I5I591C42c?session=0&fife=s16383,NA,4167 38th Ave. S,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
190,The Little Free Pantry,47.563181,-122.298296,Seattle,98108,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-04-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/ar5v8kv4qrmkdd7aeu3ncamnhk/1657746372750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vYfZ1c_k9PwXOKnfM7c2dXeXogXLQnZ8R3g7VbwC-b_7Q4zOloV8GMQbbQQegnUrS7AztiV7l3J_FdLdKPLJiLn9N-CxFbyXcKy-Lb0UUf5tbVMeRozjuO3SmSaEsM0yuhKp7X8ivdAwlGWPQGiZM9lqEI9UlPFsXXy2UjpDQbQVjsryGcnXbRfM9iLuPq6L0wX?session=0&fife=s16383,NA,4351 28th Ave S,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
191,The Little Free Pantry,47.563417,-122.275719,Seattle,98118,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-10-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/3nlo68c7e2vc0g8002rnv3v85s/1657746372750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vYZHMUEjjzNxjyiegFyfksHrLDAn-TCRj9QYnOH8_oAsHGcw5cnYnJcnxzSGVtCkTrGOF5iyy3YXcu6pyzOZLfBYMuu7OOXXKqFTvwT65JhiBmZCgG0XRLSbC6QxZtaC1-Oiq3Y7YRkcADrrTGlJUg1sYdqKWPZpzfrBpyMto4YQ4BF_oXWbB5zVfssISCcayCu?session=0&fife=s16383,NA,4420 46th Ave S,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
192,The Little Free Pantry,47.56352,-122.295877,Seattle,98108,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-14-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/tk1eivb04o42tgcji38qlq7kbs/1657746372750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vY_irv1HIbdn71wvPm60iRtoQRG5GabNI0Nmhql8vEuHZfv-URKCZFYwWMrI7Rky1H9UEu-D_UvBoKdLW7mo-Z8cG83WWy56xpjGEIyZ6EnVVOPmg6-CoZCoPJY5tCkCvapnMu-ii5YCPpd_0vKQUPtVc6YstUdolVLxdR_0b941I0x2vLf7ONxAR5JEsFWbSA?session=0&fife=s16383,NA,4425 Martin Luther King Jr Way S,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
193,The Little Free Pantry,47.523916,-122.275678,Seattle,98118,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0o-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/1350h0a74llrljcuoal3uv106k/1657744728250/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vaO1HDT6fU1oMwpi2n8igdl-euc82kGsdbK4W2TrLcho5N41ADDA8VV4rmhPIRBvHVvSCg-yPkysJneT72APRceuOINwpHz6DXW7upGtEcsqBHQigYmSafMi6VFIfXmxRZjakiAlXvHMWju-QI6bmE35xq6jWMkeuCj-xoBkY1-u2nJUC22vZuhbr4DPPPyrrc?session=0&fife=s16383,NA,4507 S Trenton St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
194,Findlay Street Little Free Pantry,47.55196,-122.277219,Seattle,98118,King,Washington,The Little Free Pantry network,Shared Pantry,ethiopiaonmymind@gmail.com,,Does not appear on Maps/No photos,NA,4516 S Findlay St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
195,The Little Free Pantry,47.561883,-122.282911,Seattle,98118,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,Does not appear on Maps/No photos,NA,4529 Cascadia Ave S,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
196,The Little Free Pantry,47.662497,-122.325047,Seattle,98105,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0o-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/igp21r1or3hg980fuscn9bjrm4/1657824112750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vb3jXCD8cZGqbBOZQCFRzrBmYusZsltFHHYJzMUhTk8x1pxzJJpNCf6p5JRetWQYQ2dW1OXIJnQNyXxfVT6uq7HG0bMatGz4TIExCxHBoI6Ie1RppPh4G4SgjkRiULGArKXSqj9SP3P2IWXzMx3Jv7kSpP12Jn0iP1dxxIQt1y9ER-kWS5yrZTWrkWc_Mb3vfM?session=0&fife=s16383,"Yes, it still exists.",4536 Latona Ave NE,2025/01/31 12:04:53 AM GMT+2,"MM6G+X3W Seattle, Washington",Non-refrigerated,Private residence (e.g. on someone frontyard),No,Outdoor without a cover,"32 h, 14 w, 12 l",3,Yes,"Dry snacks and soup, rain poncho",https://drive.google.com/u/1/open?usp=forms_web&id=1IUHBX-ZssrSFSdZkSAfXvaI3bW-DXRrI,2 people got food while I was here,yes,14,12,32
197,The Little Free Pantry,47.55126,-122.27321,Seattle,98118,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0o-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/j7606dmcditggt2p5e6ffjkhlg/1657744728250/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vbtDoj4iXbSPhiCFqnTQ4PFfMg6atX7LswHYXvzd0scdjDGOge5y9pXbuFaxbkHIUtD9wqn9ZINwVRFKCcnpaFXvJZ-8RCQx9CJ6PqlQsF-TVBi-tRQBKgPX_duOa69Kxn6K3V0CvwZHKzJ_j3kdv5cXM2qP-f7I9oVLz40EEaIpy5plVOq6gKAv-Z8-HuferZV?session=0&fife=s16383,NA,4720 S Orcas St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
198,The Little Free Pantry,47.550482,-122.272883,Seattle,98118,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0s-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/rgvk76sc87cp54ca8fbh8tnobo/1657744728250/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vZR9wQXIycD9hfx0AKlfOkR1V_shM_pJGKxm3v4_LwN-AYCbDFRCgP7vH7zEJE9KjJo9BXaVtuduc6Sgm0OK6Ny3T3gAac2f5rQMcjQulJzeQz0p1ryD4K22jQpbNv9olgkTI6qhCh9fI2ZKEsArbPvSw1shwqri4mLujrzCJ_3dAuSOaAprXVyO2VXt3JGUNs?session=0&fife=s16383,NA,4728 S Mead St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
199,Columbia Park Little Free Pantry,47.559698,-122.287765,Seattle,98118,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,mkharmon2@gmail.com,,https://doc-10-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/s672ocooqbpcnrpoh5q5c8fiv4/1657746372750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vY_EnuUIS3U7U5LzB0DWM7eWYCWcHXcRCIOpcUJWVCg1sbcxkg2VopULt9NPncTSt2VWSI8rSzmaY8G6L5OcNF1bFU2_yme7UJLteSDOXY6dfAW-We5Wla4MsPnfyluYJM7H8gnmtWKYZQT_Q3taUzW7MLAIO-4HDkwQUB_80CKvv_f0fSzAHl-dEjKO1PLRY0?session=0&fife=s16383,NA,4735 36 Ave S,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
200,The Little Free Pantry,47.558749,-122.384216,Seattle,98116,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-10-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/6tano4b98pm28o3o2qcdtnk23c/1657668333750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vbON33iiJQ9SFBucHzJK08fGRhHNp62EArvdnb0eI_LWGBtKO5ItHD2iIfhnB9MpQJe12cRxxR-uNUkFHFSvWVjaNxy4DFmTVYeaUaBpQRa7eb9TlQJAmEBLxLw6afMbgWLjbKgVQ0s0cyyFDBCNWSTQ8TwsU4_667Bj1WlHyYDW_KRwo8lL1Ea5MwW_OmONuSc?session=0&fife=s16383,"Yes, it still exists.",4815 41st Ave SW,2025/01/29 1:44:43 AM GMT+2,"(47.5583938, -122.3841588)",Non-refrigerated,Public property (e.g. park or sidewalk),Yes,Outdoor with a cover," 17 H, 20 W, 14.5 L",1,Yes,"1 bag beans, 1can tuna, 1box tea, 1 bubble tea, 1pack dried berries, 1bag Bimbosan, 3 cans cat food.",https://drive.google.com/u/1/open?usp=forms_web&id=1CBYQEDo8b9-9oxqFoMxnnjStqj6Z8Wlb,,yes,20,14.5,17
201,The Little Free Pantry,47.537021,-122.272671,Seattle,98118,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,NA,48th Avenue South & S. Othello Street,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
202,The Little Free Pantry,47.606251,-122.297985,Seattle,98122,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,"No, it does not exist anymore, and there is no other micropantry in the same block",501 27th Ave,2025/02/27 12:09:07 AM GMT+2,,,,,,,NA,,,,,yes,NA,NA,NA
203,Alaska Pantry,47.560667,-122.269645,Seattle,98118,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,mckallorlauren1@gmail.com,,https://doc-0g-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/n6ncfgjsav98478av7u55vr2k4/1657746372750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vY28c4_1TkXdsFXmyc2qAIn2xXDMKurkMTh7KbiGelDhUOKOB0tj6Julca3S5IxDWPmtkpfLVILCyDtDI2JK8uRJr1n3cDWTBHImEsgG7SYHLVVVaoxFcctP7BHRNNSDP0Ofim7EmCLyJDhcxWdbsXwQwFuM7Gfwzc6qFRuX5PMNii3vUolCKYZmzdOEwhqi3U?session=0&fife=s16383,NA,5018 S Alaska St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
204,The Little Free Pantry,47.539822,-122.268127,Seattle,98118,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0g-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/3mhfioe3h43mji772ual3o6tsk/1657744728250/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_va0phWf0W653YqZZUco55fiqlKve_2bLsId2_hpnkYRkdwc2CgbZr0uGnqXkrXR_kARO2LByg_4veIQClHyrF7T8aiXkq2S8IRkjH7ZWHfFAqrrfJXAklN5ISjR2-MyVfUDtlqkr_O7C35jsD77zRFUHtI-DUUivfIvuAg76ZqAjolPzHqnYnQMzT_R420kTGU?session=0&fife=s16383,NA,5142 S Frontenac St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
205,The Little Free Pantry,47.545977,-122.265072,Seattle,98118,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0c-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/364i80prei9hbqsk35tu76pru0/1657744728250/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vbzQztu-nirhmTXoUzsLB6sdqXXs5aOOK282w_ZYvbt6IaJ3ocVhYIvndQf2bJdzGvIr0h91cE3wmsGioozSFq0Di5wSL2H2QrDN81DFnkO46vPIr_-iZFvomugoVmuTyi4K777x9uxswT7_UTbrSsDV-bOb1IaH1QIyI6pSGTaCIJW7Lypzd6L-vudXpREzSg?session=0&fife=s16383,NA,5249 S Graham St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
206,The Little Free Pantry,47.553402,-122.302838,Seattle,98108,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-04-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/62k5l0a4fgq9f09a0s2vdhbveo/1657744728250/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vYyGCxTJSDNNOUCMsRck4eL8-qe03_Lk_TXqaeU2yoWdl530hW2jzebGq7cpHgq0OpoFqixUP2tncTLQh0V8pMdjYzxymf4u4vYBDL5AO58-E28VBIoCb_dICEtxjBCzaJA6q1TmwF7YyfTPapuRqc1vh3KrarCP7RgI3opdYKauRmGjF8wapEZ7pVnD360Ypov?session=0&fife=s16383,NA,5413 Beacon Ave S,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
207,The Little Free Pantry,47.552739,-122.364223,Seattle,98106,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0o-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/0odm8fd0k020fgukijah23f5v8/1657668333750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vYAPtG2PVvPFYGLaX1273cbJpWdTNlevlsR0YNx0eTJ2k0plvivBA52JFq5vJPFDKw7CLhlsW9ujvB_7e76aIrtoBcu5GRsSLXg3lPBKePRU36ZnksOJbz6LbyD0BfiVWIH37Y63txgDLSMbVY-r40kYW5G69QNYenQusbFuSI8uezSzhZhGEQj7Gd_L8EgCW87?session=0&fife=s16383,"Yes, it still exists.",5434 25th Ave SW,2025/02/24 10:28:41 PM GMT+2,"(47.5527244, -122.3640337)",Non-refrigerated,Private residence (e.g. on someone frontyard),Yes,Outdoor with a cover,"17 H, 15 W, 14 L",1,Yes,A jacket,https://drive.google.com/u/1/open?usp=forms_web&id=1Zj-2j6F8eMCnO65lKf3zZpcp4ochpvOn,,yes,15,14,17
208,The Little Free Pantry,47.49553,-122.262403,Seattle,98178,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-08-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/c3u3h7no0onvvcg1npcbr4s3i8/1657744728250/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vZrnadyM6LCzdwgjgFXgF8wlMHPre0Ic6rl-7zpKhHc3T_6gJ5VXBjYwwQZ2WlpLgQn42HLiMG_N9EaaSJkim7M24QLBt16SGRczVvovdPgwczLjldHH4NWFWeDhgqznkuspHi-AYPOxbWvGD2k2w2ykXZU17nWxQz2UX2YxZH2hQzEWNX1Q0lScwGwGEoUr8s?session=0&fife=s16383,NA,5543 S 120th St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
209,The Little Free Pantry,47.5497,-122.276924,Seattle,98144,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-10-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/nsopv3k1dtrgj8k7josfs4fm9c/1657744728250/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vZAzT1as1bJNSaZ8dYKtHqavJKzc3Drona5syPg8yObPgLJyeutkXtdcGEskuOBQ42R_uGw01vkt4OZgibQkuGfjYFs4XxuDIkuqQpeVeg_VMcvgijbvbWXK57utez25h8jvMK9ihKKehMvvADBGl4lp0zodFaiOqrXAhvl6UPFM9m_0yDCf-cVG87H2Xjtppc?session=0&fife=s16383,NA,5900 Rainier Ave S,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
210,The Little Free Pantry,47.549092,-122.267932,Seattle,98118,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-08-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/g2e5cbtaqn3mq5670r5vj3eqqo/1657744728250/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vbQsRs4wOeLKq1SEKGibPBtMhxWQ7qGcMdRBm7ef5UliwSl6pyVtQexZImReZzS16qnwkRtuddN3AwwsfrLH7xtwBOMGfwuZ-UdPh6Mb7fQvXZ4x2EyUPBg2LEAfq6IP-cGwVwCqLmtNwo3sDMw8gGwzoVBgMUf_vUgBLkytkcXcP14FWpyf90JO77YtC8rcMg?session=0&fife=s16383,NA,5909 51st Pl S,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
211,The Little Free Pantry,47.547992,-122.355895,Seattle,98106,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-08-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/raqksdcsrqd8rq2detqb115o60/1657668333750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_varr1UBLZBJiwCNlK_M_IR_JivkrB1TfVoMJIbkE0T98IfUFpF2DOkT3r3HGyNyIE4Vy7uxSRMw1BllGIJJWL_jaeVampsj3-obIRfuPg23ohqCIRaf_VH66_vUEGb7hFSb_Ju4x6a3Cwk8ttU0Gfyq4d9rEHODNZ-jvy7REZTPtv4mh1np6VB78lka1u2tVys?session=0&fife=s16383,NA,6000 17th Ave SW,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
212,The Little Free Pantry,47.547485,-122.359852,Seattle,98106,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0s-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/74t81a092ml4681c4ed90p8lfg/1657668333750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vZWJqyTvxOmHFa-8ShGY2GnsRrHIYQTmFxwNPgtjxZ_iHGd2qYpSawLZS5XHN2C_TX58NFG8PVRB3MpbsJc5M7jIx_twmbwm2njQYVsUGJezSpXqM7qoeDxCbZ-TQbkTJ2CJFnf_M6oT4aWqUb0jXSNoffCf0P_DICLhxYOvXGC_JO5t8Mu8yF2QVNOusaqKfU1?session=0&fife=s16383,"Yes, it still exists.",6025 21st Ave SW,2025/02/24 10:43:34 PM GMT+2,"(47.5476360, -122.3600396)",Non-refrigerated,Public property (e.g. park or sidewalk),Yes,Outdoor with a cover,"15 H, 15W, 12 L",1,Yes,5 snack size bags of chips,https://drive.google.com/u/1/open?usp=forms_web&id=1La4WB7974_hXc35CGuB5B2zzwZFccATP,,yes,15,12,15
213,The Little Free Pantry,47.689904,-122.365551,Seattle,98117,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0s-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/6rqm6s63vkh8ud2bpvh0teatik/1657824112750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vZ7FaXL4jUM2QFm3ZMngow247Qmr4OppbB_ZqWA9ezBSUnesw6_Zwg3L85loRAGRbuGOM612Yg6lx03APxEYHi6SmVrM1lQh3rQGuKAM3awNSTFcFkfAtuYwDiJDOFHw4SWt_ZX9pBh353XwJXejlGGiwJ_Tr8sw9Bi1xYDrGnHnchUdeHoS7-zVrmieJ5HYkE?session=0&fife=s16383,NA,650 NW 84th St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
